title,cover_image,ean,publication_date,summary,book_format,authors
Petit Vampire,9782369814689_C.jpg,9782369814689,10/05/2017,"Avoir 10 ans éternellement, c'est vraiment dément !!! Sauf qu'en vivant enfermé dans une grande villa, même entouré d'une joyeuse bande de monstres, de pirates et de morts-vivants, au bout de trois cents ans, on commence à s'ennuyer ! Petit Vampire rêve de découvrir le monde. Mais quand il décide de partir explorer la ville, d'obscures forces se réveillent... Et si les vampires pouvaient finalement être morts-morts ? Petit Vampire aurait-il mis toute sa famille en danger ?",24x32.1cm,"Joann Sfar (Auteur + illustrateur), Brigitte Findakly (Coloriste), Sandrina Jardel (Scénariste)"
Yin et le dragon,9782369811770_C.jpg,9782369811770,26/04/2017,"Yin et son grand-père se sont habitués à la présence du Dragon d’or, qui les aide dans leur pêche quotidienne. Mais la guerre fait rage à Shanghai : derrière les assauts de l’armée japonaise, qui donnent lieu au terrible massacre de Nankin, c’est le Dieu Xi Qong, maître des Dragons, qui s’exprime pour dominer le monde des hommes. Tandis que Yin et ses amis survivent tant bien que mal à l’invasion japonaise, le dragon d’or, qui s’est affranchi de Xi Qong, va tenter d’affronter son ancien maître. Mais sera-t-il assez puissant face à ces forces de l’ombre ?",24.1x32cm,"Richard Marazano (Scénariste), Yao Xu (Illustrateur)"
Le Château des étoiles,9782369814719_C.jpg,9782369814719,26/04/2017,"Dans cette suite de la série à succès Le Château des étoiles, récompensée par de nombreux prix, Séraphin et ses amis sont de retour sur Terre. Après avoir révélé au monde le secret du voyage spatial, ils ont trouvé refuge dans un manoir breton. Mais leur engin volant est désormais l'objet de toutes les convoitises ! Alors que le père de Séraphin est en voyage à Londres, le manoir est cerné par des brumes lourdes de menaces… Spectres, ou espions prêts à tout pour mettre la main sur le précieux engin ? Nouvelles machines, complots internationaux, têtes couronnées, expéditions au-delà de l'espace… La course à l'éther est lancée, et la paix sur Terre est désormais entre les mains de Séraphin et des Chevalier de Mars !",24.1x32cm,Alex Alice (Auteur + illustrateur)
Le Château des étoiles T3 : Les chevaliers de Mars,9782369816164_C.jpg,9782369816164,26/04/2017,"Dans cette suite de la série à succès Le Château des étoiles, récompensée par de nombreux prix, Séraphin et ses amis sont de retour sur Terre. Après avoir révélé au monde le secret du voyage spatial, ils ont trouvé refuge dans un manoir breton. Mais leur engin volant est désormais l'objet de toutes les convoitises ! Alors que le père de Séraphin est en voyage à Londres, le manoir est cerné par des brumes lourdes de menaces… Spectres, ou espions prêts à tout pour mettre la main sur le précieux engin ? Nouvelles machines, complots internationaux, têtes couronnées, expéditions au-delà de l'espace… La course à l'éther est lancée, et la paix sur Terre est désormais entre les mains de Séraphin et des Chevalier de Mars !",28.8x37.9cm,
La cité sans nom,9782369813712_C.jpg,9782369813712,26/04/2017,"Chaque nation qui s'empare de la Cité la renomme. Siècle après siècle, des envahisseurs arrivent, s'installent et la Cité change de nom. Mais ses habitants ne laissent pas prendre dans ces luttes incessantes : leur ville est la Cité sans nom, et toute personne qui cherche à la renommer est étrangère. Kaidu est l'un de ces nouveaux arrivants, né d'une famille Dao, le dernier peuple avoir pris le contrôle de la région. Rat, elle, est originaire de la Cité sans nom, et déteste Dao pour tout ce qu'il représente. La passion de Dao pour sa nouvelle ville, où il fait ses classes de soldat de la Citadelle, est la seule chose qui pourra peut-être les rapprocher. Espérons-le, car tandis que des complots se montent, le sort de la Cité sans nom repose entre leurs mains.",18.6x25.5cm,"Fanny Soubiran (Traducteur), Faith Erin Hicks (Auteur + illustrateur), Jordie Bellaire (Coloriste)"
Le travailleur de la nuit,9782369812739_C.jpg,9782369812739,19/04/2017,"Alexandre Jacob a connu un destin hors du commun. Son gang de cambrioleurs, surnommé « Les Travailleurs de la nuit » par les journalistes, a écumé la France entière, défrayé la chronique, et Jacob, qui laissait sa carte avec un mot d'humour à ses victimes, distribuait ses butins énormes aux nécessiteux, vivant modestement. Il aurait inspiré Arsène Lupin.
Auparavant, il a couru le monde, depuis son plus jeune âge, comme mousse et marin. Il en a retiré une vision du monde personnelle et de solides convictions anarchistes. Il ne supporte pas l'injustice et l'hypocrisie. Mais son engagement politique le conduit en prison et à ne plus pouvoir travailler, ce qui le jette dans la carrière criminelle. Après un procès retentissant, où il insulte les juges et les jurés, menacés de mort par ses complices, il est condamné à finir sa vie au bagne, à Cayenne. Mais ce serait mal le connaître de penser qu'il se plierait à une telle sentence… Il trouvera même le moyen de rentrer…
Sincère et droit, intelligent et généreux, enragé et sensible, Alexandre Jacob fascine et séduit. L'histoire d'un homme attachant et unique, le reflet d'une époque révolue de l'histoire de France, mais qui trouve des échos dans le monde d'aujourd'hui.",21.7x28.2cm,"Matz (Adaptateur), Léonard Chemineau (Illustrateur)"
Verte,9782369811954_C.jpg,9782369811954,22/03/2017,"À onze ans, la petite Verte ne montre toujours aucun talent pour la sorcellerie. Pire que cela, elle dit qu'elle veut être quelqu'un de normal et se marier. Elle semble aussi s'intéresser aux garçons de sa classe et ne cache pas son dégoût lorsqu'elle voit mijoter un brouet destiné à empoisonner le chien des voisins. Sa mère, Ursule, est consternée. C'est si important pour une sorcière de transmettre le métier à sa fille. En dernier ressort, elle décide de confier Verte une journée par semaine à sa grand-mère, Anastabotte. Puisqu'elles ont l'air de si bien s'entendre. Dès la première séance, les résultats sont excellents. On peut même dire qu'ils dépassent les espérances d'Ursule. Un peu trop, peut-être.",21.7x28.2cm,"Marie Desplechin (Auteur), Magali Le Huche (Illustrateur)"
Bjorn le Morphir,9782369814450_C.jpg,9782369814450,22/03/2017,Bjorn et son frère partent à la recherche d’alliés pour reconquérir leur royaume suite aux guerres des tomes précédents. Ils traversent des steppes jonchées de pièges et d’ennemis potentiels. Mais le pire ennemi de Bjorn pourrait bien être sa colère lorsqu’il apprend que sa bien-aimée a été forcée de se marier pour préserver son peuple. Comment surmontera-t-il sa frustration pour convaincre l’armée des steppes de l’aider ?,21.7x28.3cm,"Thomas Gilbert (Auteur + illustrateur), Thomas Lavachery (Scénariste)"
Fleur de bambou,9782369811930_C.jpg,9782369811930,22/03/2017,"Tout allait dans la forêt jusqu'à ce que les bambous se mettent à fleurir, ce qui, comme chacun sait, annonce la mort imminente de ces arbres. Devant ce phénomène, les animaux parlementent et s'organisent : il faut réagir ! Une seule solution s'impose : partir en quête du grand esprit fondateur de la forêt, et lui demander de nouvelles graines de bambou. Panda Roux l'intrépide et la Fouine, nettement moins courageux, se mettent en route. Ils seront même accompagnés de la fille des hommes, habitante de la forêt elle aussi menacée et pas si terrifiante qu'on pourrait le croire de prime abord. Un parcours semé d'embûches et de rencontres les attend, où ils devront faire preuve d'ingéniosité et de solidarité.",21.7x28.3cm,"Cat Zaza (Illustrateur), Richard Marazano (Scénariste)"
Geronimo,9782369813866_C.jpg,9782369813866,15/03/2017,"1850, dans les paysages grandioses du nord du Mexique. Goyahkla, guerrier et homme-médecine Apache, alerte ses compagnons : il a une vision d'horreur, il leur faut vite rentrer au camp. À leur arrivée, femmes et enfants ont été décimés. La guerre contre les Mexicains fait rage et est d'une violence sans limite. De cet épisode, Goyahkla gardera une haine inextinguible contre les Mexicains et un désir de vengeance qui guidera peut-être parfois à tort les décisions de celui qui sera bientôt renommé Geronimo… Mais la vraie guerre est peut-être plus sournoise, celle des blancs qui s'accaparent les terres sous couvert de collaboration.
Voici le récit de l'affrontement de deux hommes et deux visions : Geronimo, à la tête du dernier groupe Apache résistant aux blancs et aux Mexicains, et Chapo, qui fait le choix de collaborer avec les blancs en échange d'une semi-liberté.",21.6x28.2cm,"Jef (Illustrateur), Matz (Adaptateur)"
Infinity 8,9782369812616_C.jpg,9782369812616,15/03/2017,"Reboot à bord de l'Infinity 8 ! Détournées de leur mission pour sauver le vaisseau au bord de la destruction, Yoko Keren et Stella Moonkicker ont malgré tout rapporté de leur exploration des informations cruciales : Kornaliens nécrophages et aspirants nazis sont désormais neutralisés ; le champ est libre pour activer une nouvelle trame temporelle et un nouvel agent.
Ce sera le Marshall Emma O'Mara : pacifiste, pieuse, respectueuse de la hiérarchie et des traditions, cette véritable légende des forces de l'ordre puise sa détermination et sa redoutable efficacité dans sa foi. Mais les convictions les plus sincères sont parfois les plus dangereuses…
Sous sa couverture d'agent irréprochable, Emma attend son heure : à la 3e boucle, elle le sait, le Capitaine la choisira pour la procédure 8. Alors elle fera ce qu'elle doit pour empêcher le prochain reboot. Car cette trame temporelle doit rester la dernière : quelque part parmi les sépultures se trouve le dernier évangile de Tholman, le fragment manquant d'écriture sacrée qui unira enfin les adeptes du prophète et mettra fin à la Guerre Sainte.
Mais la nécropole regorge de trésors, et les pilleurs de tombes auxquels Emma s'est associée pour financer son expédition ont leurs propres motivations…",20x29cm,"Lewis Trondheim (Scénariste), Olivier Balez (Illustrateur), Fabien Vehlmann (Scénariste)"
Le Château des étoiles,9782369814382_C.jpg,9782369814382,15/03/2017,"Dans cette suite de la série à succès Le Château des étoiles, récompensée par de nombreux prix, Séraphin et ses amis sont de retour sur Terre. Après avoir révélé au monde le secret du voyage spatial, ils ont trouvé refuge dans un manoir breton. Mais leur engin volant est désormais l'objet de toutes les convoitises ! Alors que le père de Séraphin est en voyage à Londres, le manoir est cerné par des brumes lourdes de menaces… Spectres, ou espions prêts à tout pour mettre la main sur le précieux engin ? Nouvelles machines, complots internationaux, têtes couronnées, expéditions au-delà de l'espace… La course à l'éther est lancée, et la paix sur Terre est désormais entre les mains de Séraphin et des Chevalier de Mars !",21.2x29.8cm,"Alex Nikolavitch (Traducteur), Alex Alice (Auteur + illustrateur)"
Le Château des étoiles,9782369814344_C.jpg,9782369814344,22/02/2017,"Dans cette suite de la série à succès Le Château des étoiles, récompensée par de nombreux prix, Séraphin et ses amis sont de retour sur Terre. Après avoir révélé au monde le secret du voyage spatial, ils ont trouvé refuge dans un manoir breton. Mais leur engin volant est désormais l'objet de toutes les convoitises ! Alors que le père de Séraphin est en voyage à Londres, le manoir est cerné par des brumes lourdes de menaces… Spectres, ou espions prêts à tout pour mettre la main sur le précieux engin ? Nouvelles machines, complots internationaux, têtes couronnées, expéditions au-delà de l'espace… La course à l'éther est lancée, et la paix sur Terre est désormais entre les mains de Séraphin et des Chevalier de Mars !",21.3x29.6cm,"Alex Nikolavitch (Traducteur), Alex Alice (Auteur + illustrateur)"
Ma guerre,9782369812951_C.jpg,9782369812951,22/02/2017,"Voici le témoignage de Guy-Pierre Gautier, grand-père de l'auteur, survivant de Dachau. Engagé en 1943 dans la brigade « Liberté » des francs-tireurs et partisans de La Rochelle, il s'emploie à des sabotages de voies ferrées et au renseignement. La bravoure côtoie l'insouciance.
À l'arrestation du réseau, les difficultés commencent avec les interrogatoires par la Gestapo, une mutinerie à la prison d'Eysses, les fusillés. Le cauchemar s'installe lors du voyage infernal en wagons à bestiaux jusqu'à Dachau. Le courage masque alors à peine la frayeur.
Le récit poignant d'un survivant, jour après jour, souffrance après souffrance, jusqu'à l'apparition de la silhouette immense d'un GI américain qui annonce la fin du cauchemar le 30 avril 1945.",24x32cm,"Tiburce Oger (Scénariste), Guy-Pierre Gautier (Scénariste)"
Le chat assassin,9782369813873_C.jpg,9782369813873,22/02/2017,"Tuffy, notre chat assassin, est de retour dans un troisième opus où il ne sera plus question de chasser les lapins des voisins. Non, ici, la maman d’Elie se met à l’art. Et Tuffy, première victime de cette nouvelle passion, ne semble pas apprécier son talent et encore moins son portrait qui trône dans le salon. Ce n'est donc pas en tuant des petits oiseaux et autres souris que Tuffy va mettre la zizanie dans la famille cette fois-ci, mais en massacrant ces prétendues « oeuvres d’art ».",21.6x28.3cm,"Véronique Deiss (Auteur + illustrateur), Anne Fine (Scénariste)"
Infinity 8,9782369812579_C.jpg,9782369812579,25/01/2017,"Croisière intergalactique de L'infinity 8, jour 15. Le vaisseau est bloqué par un gigantesque amas d'artéfacts, de bouts de planètes et de sépultures. L'infinity 8 est-il condamné à finir sa carrière englouti dans ce répugnant mausolée géant ? Le sort de 88 000 passagers de 257 races différentes est en jeu... Les meilleurs agents du spacio-paquebot ont intérêt à se surpasser pour le sortir de ce pétrin.
L'agente Yoko Keren, plus préoccupée de trouver un géniteur idéal que de faire respecter l'ordre au sein de L'Infinity 8, est la première agente missionnée par le Capitaine. Le vaisseau vient d'être arrêté sur son trajet par un amas mystérieux, à elle d'en découvrir la nature et l'origine. Mais à peine approche-t-elle de ce qui s'avère être un mausolée géant, qu'un groupe de Kornaliens, seule espèce nécrophage de l'Infinity, s'échappe du vaisseau. Ils assimilent, en même temps que les cadavres, les comportements, en l'occurrence criminels et violents, de ceux qu'ils dévorent… Il ne reste à la belle agente qu'un allié, Sagoss, le seul nécrophage à avoir englouti un romantique exalté… et à s'être transformé du coup en amoureux fou mais ultra lourdingue. Arrivera-t-elle à éviter l'explosion du vaisseau jusqu'au reboot ?",20x29cm,"Zep (Auteur + illustrateur), Lewis Trondheim (Scénariste), Dominique Bertail (Illustrateur)"
Infinity 8,9782369812593_C.jpg,9782369812593,25/01/2017,"Premier reboot à bord de l'Infinity 8 !
Les informations cruciales transmises par Yoko Keren (T1) au QG ont décidé le Capitaine à lancer une nouvelle trame temporelle et activer un second agent : l'impulsive Stella Moonkicker, qui ne disposera à son tour que de 8 heures pour réunir un maximum de renseignements. Flanquée de Bobbie, son assommant robot de probation, elle est assignée à la sécurité d'un groupe de nostalgiques du nazisme, dont ils ne comprennent pas les dangers. Mais quand ils retrouvent dans le mystérieux mausolée la tête cryogénisée d'Hitler et réussissent à la réactiver, la menace d'un IVe Reich imposé à l'Infinity 8 se fait très sérieuse. Stella et Bobby vont affronter le Führer, car si le Capitaine est tué, aucun reboot ne pourra avoir lieu, et l'avènement du IVe Reich deviendra la seule trame temporelle à avoir jamais existé…",20x29cm,"Lewis Trondheim (Scénariste), Olivier Vatine (Auteur + illustrateur)"
Le Château des étoiles,9782369814825_C.jpg,9782369814825,11/01/2017,"Dans cette suite de la série à succès Le Château des étoiles, récompensée par de nombreux prix, Séraphin et ses amis sont de retour sur Terre. Après avoir révélé au monde le secret du voyage spatial, ils ont trouvé refuge dans un manoir breton. Mais leur engin volant est désormais l'objet de toutes les convoitises ! Alors que le père de Séraphin est en voyage à Londres, le manoir est cerné par des brumes lourdes de menaces… Spectres, ou espions prêts à tout pour mettre la main sur le précieux engin ? Nouvelles machines, complots internationaux, têtes couronnées, expéditions au-delà de l'espace… La course à l'éther est lancée, et la paix sur Terre est désormais entre les mains de Séraphin et des Chevalier de Mars !",21.3x29.8cm,Alex Alice (Auteur + illustrateur)
Kamarades,9782369812791_C.jpg,9782369812791,11/01/2017,"Ania et Volodia avaient pour mission à la fin du tome précédent, d'aller chercher l'or des Romanov pour les Allemands, en échange de la liberté de la famille. Ils accomplissent leur mission, mettant en scène au passage la disparition du trésor au fond d'un lac de Sibérie. Mais la guerre fait toujours rage, La Russie envahit la Pologne. Volodia, le Tsar Nicolas II et Ania rejoignent le front. Les faits de guerre de Volodia le mettent de nouveau à l'honneur… mais attirent l'attention de Staline sur lui. Nos héros, cibles de la vengeance de Staline qui n'aura de cesse d'anéantir les Romanov, ne semblent point devoir connaître de paix…
Série complète.",24x32cm,"Benoît Abtey (Scénariste), Mayalen Goust (Illustrateur), Jean-Baptiste Dusséaux (Scénariste)"
Astrid Bromure,9782369812708_C.jpg,9782369812708,11/01/2017,"Astrid, petite fille solitaire élevée dans l’hôtel particulier de ses riches parents, est toujours à la recherche de compagnons de jeux. Aussi quand elle entend parler à la radio des enfants sauvages du Gabokonga, ni une ni deux, elle convainc ses parents d’y partir en voyage. Ce séjour dans la jungle sera l’occasion de confronter de nombreuses habitudes culturelles ou culinaires avec les habitants locaux... et de tordre le cou à de nombreux préjugés ! Astrid en apprendra beaucoup plus qu’elle ne le pensait de sa rencontre avec cet enfant sauvage qui parle aux oiseaux.",21.7x28.3cm,"Fabrice Parme (Auteur + illustrateur), Véronique Dreher (Coloriste)"
Bonne continuation,9782369812081_C.jpg,9782369812081,26/10/2016,"Deuxième opus d’Olivier Tallec qui nous emmène dans les situations les plus cocasses au travers le temps et l’espace.
De la préhistoire à la savane en passant par le Pôle Nord, tout est prétexte à l’ironie.
Derrière la tendresse du dessin, on découvre un Olivier Tallec à la plume piquante et réjouissante.",23.6x29.4cm,Olivier Tallec (Auteur + illustrateur)
Un bruit étrange et beau,9782369811855_C.jpg,9782369811855,05/10/2016,"Où est la valeur d'une vie ? Dans le bruit et la fureur ou dans le recueillement du silence ? Dans ses batailles ou ses renoncements ? William, lui, a choisi la solitude et le silence il y a vingt-cinq ans en intégrant l'ordre religieux des chartreux. Quand un héritage le contraint à quitter le monastère pour Paris, c'est tout un monde nouveau qu'il doit apprivoiser, des certitudes longuement forgées à interroger et surtout, son ancienne vie, laissée là, qu'il va retrouver.... Sa rencontre avec Méry, jeune femme aux jours comptés du fait d'une maladie incurable mais résolument décidée à profiter du temps qu'il lui reste, le confrontera à de nouvelles questions et compliquera ses choix.
En filigrane de ce beau portrait d'homme, Zep interroge nos propres certitudes, avec un talent graphique réaliste qu'on ne se lasse pas de découvrir.",24.3x32cm,Zep (Auteur + illustrateur)
Tritons,9782369812418_C.jpg,9782369812418,14/09/2016,"À la fin du premier tome, Zak est en sécurité dans la famille adoptive de son frère disparu, Zerk, à Amphibopolis. Loin de là, sa sœur Sissi est dans les mains du terrible seigneur Sorzzierk.
Mais Zak ne va pas savourer longtemps sa nouvelle vie, les Lezzarks attaquent la ville à l'aide d'un monstre géant. Zak devra apprendre à maîtriser ses pouvoirs naissants et chercher de l'aide pour sauver Amphibiopolis et sa famille adoptitve. Pendant ce temps, Sissi apprendra la sombre vérité concernant leur frère Zerk.",15.5x21.5cm,"Fanny Soubiran (Traducteur), Doug Tennapel (Auteur + illustrateur), Katherine Garner (Coloriste)"
Au fil de l'eau,9782369813095_C.jpg,9782369813095,14/09/2016,"Madrid, aujourd'hui.
Niceto octogénaire passe sa retraite entouré de sa bande de vieux copains, de son fils Roman et de son petit-fils Alvaro. Dans l'Espagne marquée par la crise, le quotidien n'est pas simple. Il devient réellement inquiétant lorsque les amis de Niceto commencent à mourir les uns après les autres, dans des circonstances de plus en plus étranges et violentes…
Quand Niceto disparaît à son tour, c'est une véritable course contre la montre qui démarre pour Roman et Alvaro.",22x28.5cm,"Juan Díaz Canales (Auteur + illustrateur), Sophie Hofnung (Traducteur)"
Fin de la parenthèse,9782369813163_C.jpg,9782369813163,14/09/2016,"Seabearstein met fin à son exil d'artiste maudit pour participer à une expérience artistique hors normes. L'art étant à ses yeux la seule issue possible pour une société en prise avec un obscurantisme croissant, le peintre est chargé de réveiller le seul prophète non-religieux possible, qui n'est autre que Salvador Dali, maintenu cryogénisé à Paris. Il devra pour cela invoquer son esprit grâce aux mises en scènes de quatre modèles de haute couture qui recomposent des tableaux de Dali. Coupés de toute communication avec le monde extérieur, ils embarquent pour un trip mystique et philosophique totalement inédit.
Sauront-ils faire renaître l'esprit du peintre surréaliste ? Et s'ils y parviennent, que pourront la culture, la connaissance et l'amour dans un monde chahuté ? Questions d'autant plus fondamentales que notre héros sera, à l'issue de cette parenthèse, confronté à une réalité  violente.",24x32cm,"Joann Sfar (Auteur + illustrateur), Brigitte Findakly (Coloriste)"
"La BD de Soledad - Tome 4 - Plus d'abdos, plus rien, je veux être molle !",9782369813781_C.jpg,9782369813781,14/09/2016,"Rendez-vous annuel de Soledad Bravi, voici la 4e saison de ses pages mensuelles dans ELLE. Elle revient avec un nouveau lot de planches pleines d'humour, son oeil toujours lucide et truculent sur les travers de nos vies de famille, sur le couple et nos petites lâchetés. Une lecture réjouissante, à picorer sans modération",22.2x28.5cm,Soledad Bravi (Auteur + illustrateur)
Pile ou face,9782369813057_C.jpg,9782369813057,14/09/2016,"New York, années 1860.
Lorsque le père adoptif de Cleopatra et Alexandre disparait, les deux jumeaux rejoignent le gang du Crochet Noir, surveillé pour ses multiples larcins. Pris par la police, ils acceptent de trahir le gang, contre un ticket de train pour la Nouvelle Orléans, où ils espèrent commencer une nouvelle vie. Mais Alex est capturé et  embarqué de force comme main-d'oeuvre sur un cargo faisant route pour San Francisco. Cléo prend la route sur un steamer, pour tenter de rejoindre son frère. Mais les deux ados sont loin de suspecter les dangers qui les guettent : le gang a informé une bande de pirates, redoutés et impitoyables, que les jumeaux sont en possession d'objets constituant une carte au trésor.
La course commence pour nos héros : course au trésor, vers leur père et pour leur vie.",18.7x25.6cm,"Fanny Soubiran (Traducteur), Hope Larson (Auteur), Rebecca Mock (Illustrateur)"
Les rêves dans la maison de la sorcière,9782369812166_C.jpg,9782369812166,08/06/2016,"Le héros de cette histoire est un étudiant en mathématiques, qui vit dans une chambre de bonne d’un quartier similaire au quartier latin parisien. Les rumeurs disent que sa mansarde fut occupée, deux siècles plus tôt, par une vieille femme jugée sorcière par ses contemporains, capable de voyager dans différentes dimensions du réel, et dont l’esprit n’aurait pas tout à fait quitté les lieux. Notre narrateur, à l’esprit aiguisé et fatigué par ses études poussées, fait des rêves de plus en plus étranges.
Perd-il totalement pied ou a-t-il trouvé le chemin, guidé par cette sorcière, vers la contrée des rêves ?",24x32cm,"Mathieu Sapin (Scénariste), Patrick Pion (Illustrateur), Howard Phillips Lovecraft (Auteur), Maxime Le Dain (Traducteur), Walter Pezzali (Coloriste)"
Aliénor Mandragore,9782369812753_C.jpg,9782369812753,08/06/2016,"Rien ne va plus à Brocéliande : les grenouilles s'agitent, annonciatrices d'une catastrophe, Merlin est toujours fantôme et ne veut pas revenir à la vie, tandis Aliénor, effrayée, ne cesse de voir l'Ankou… quand revient Viviane, la fée du Lac. Elle délivre à Lancelot et Aliénor une mystérieuse prophétie, qui va les guider sur les traces de l'Ankou, loin de la forêt.
Les surprises seront nombreuses et les défis de taille pour nos héros, qui devront affronter des dragons et leurs peurs pour sortir indemnes de cette nouvelle aventure.",21.6x28.3cm,"Thomas Labourot (Illustrateur), Séverine Gauthier (Scénariste), Grelin (Coloriste)"
Le journal d'Aurore,9782369812272_C.jpg,9782369812272,08/06/2016,"Aurore a deux soeurs qui la détestent, les parents les plus insignifiants possible, une aversion avérée pour toute forme d'effort scolaire, pas de passion identifiée… autant dire, dans l'ensemble, une vie moins passionnante que celle du rat taupe des plateaux d'Abyssinie. Heureusement, dans ce tableau sombre d'une vie d'ado de 3e, il y a Lola, son amie qui habite en face et la comprend, elle. Enfin, ça dépend des jours. Et puis le nouveau demi-frère de Lola, Marceau, élément perturbateur notoire.
La vie n'est décidément pas un long fleuve tranquille à 14 ans et vaut bien les pages d'un journal.",21.3x27.5cm,"Marie Desplechin (Auteur), Agnès Maupré (Illustrateur), Grégory Elbaz (Coloriste)"
Les Tchouks - On n'a pas couru à la piscine !,9782369813910_C.jpg,9782369813910,08/06/2016,"Les Tchouks vont à la piscine ! Ils devront s'organiser pour profiter (sans courir, c'est interdit !) de tous les trésors du lieux : vestiaires, douches où on peut mettre de l'eau partout pour une fois, plongeoir mais surtout, le toboggan géant !
Mais, comme dans la vraie vie, tout le monde n'est pas aussi à l'aise… Tchoukéni et Tchouksu vont devoir être super courageux pour plonger et mettre la tête sous l'eau.",17x21.8cm,"Kerascoët (Illustrateur), Benjamin Richard (Scénariste)"
Tu n'as rien à craindre de moi,9782369812319_C.jpg,9782369812319,20/04/2016,"C'est l'histoire des meilleurs moments de l'amour : ils se rencontrent, se regardent, se parlent des nuits entières, s'aiment sans cesse... il la peint, elle s'amuse à être peinte... et après ?",24x32cm,"Joann Sfar (Auteur + illustrateur), Brigitte Findakly (Coloriste)"
Black Sands - Unité 731,9782369810469_C.jpg,9782369810469,16/03/2016,"Pacifique, 1943. La guerre fait rage entre le Japon et les États-Unis. Les quelques rescapés d'un affrontement en mer échouent sur une petite île. Leur situation, déjà périlleuse, bascule dans l'horreur quand ils sont attaqués par des créatures, plus zombies que Japonaises… bientôt le caporal Joseph Grégovitkz reste seul survivant. Mais le pire est encore devant lui !",21.7x28.2cm,"Mathieu Contis (Illustrateur), Tiburce Oger (Scénariste)"
Corps et âme,9782369812869_C.jpg,9782369812869,16/03/2016,"Frank Kitchen, redoutable tueur à gages réputé pour son efficacité et sa discrétion tombe dans un piège et se retrouve dans une situation totalement inédite. La pire des vengeances n’est peut-être pas la mort…",21.7x28.2cm,"Jef (Illustrateur), Walter Hill (Scénariste), Matz (Adaptateur)"
Bjorn le Morphir,9782369812920_C.jpg,9782369812920,16/03/2016,"Aussi vaillants soient Bjorn et ses armées, ils ne résistent pas longtemps face aux ruses de leurs ennemis… Acculé, son cher Daphnir blessé, Bjorn part sur les routes chercher du soutien chez un lointain allié, seul espoir pour le Fizzland. Il devra pour ce voyage se réconcilier avec son frère, son compagnon d'infortune dans ces nouvelles péripéties qui feront d'eux des prisonniers des elfes. Le Morphir trouvera-t-il à nouveau en lui la force de sauver son peuple et ses proches ?",20.7x28.2cm,"Thomas Gilbert (Auteur + illustrateur), Thomas Lavachery (Scénariste)"
Yin et le dragon,9782369811756_C.jpg,9782369811756,20/01/2016,"Shanghai 1937. L’armée impériale japonaise a fait main basse sur une large partie de la côte chinoise. En ces temps de tristesse, la menace de l’antique prophétie plane, celle de l’invincible dragon noir Gongong qui doit venir anéantir les hommes quand le désespoir et la haine règneront.
Yin, petite fille d’une dizaine d’années est élevée par son grand-père pêcheur, Liu. Un soir, alors que Liu sort en mer, Yin se faufile sur le bateau. Soudain une bête puissante se débat dans ses filets : un dragon d’or, blessé, que Yin convint son grand-père de cacher et de soigner… Une décision qui les emmènera bien plus loin qu’ils ne le pensaient.",24.1x32cm,"Richard Marazano (Scénariste), Yao Xu (Illustrateur)"
Les Spectaculaires,9782369811831_C.jpg,9782369811831,20/01/2016,"Qu'ils soient hercule de foire, homme volant, lanceur de couteaux ou lycanthrope, les membres de la joyeuse troupe du Cabaret des Ombres ont tous un talent certain... pour le trucage et l'illusion.
Hélas, à l'heure où le Tout-Paris ne jure plus que par le cinématographe, leurs tours de passe-passe ne suffisent plus pour émouvoir les foules. Aussi, quand l'inénarrable professeur Pipolet leur propose de sauver le monde, ils se disent que le moment est venu pour eux de se montrer vraiment... spectaculaires.",24.1x32cm,"Christophe Bouchard (Coloriste), Arnaud Poitevin (Illustrateur), Régis Hautière (Auteur)"
Quatre sœurs,9782369811282_C.jpg,9782369811282,06/01/2016,"Le printemps, saison du renouveau, des amours et des primeurs, éclate dans toute sa splendeur à tous les étages de la Vill'Hervé.
Renouveau ? Oui. Harry et Désirée, les petits cousins, viennent passer des vacances au grand air. Charlie, à sec, s'est résignée à louer la chambre des parents. Le locataire s'appelle Tancrède, il est jeune, célibataire, drôle, fabricant d'odeurs bizarres. Et beau. Primeurs ? Trop. On retrouve des poireaux nouveaux partout, dans la soupe, coincés dans un cadre de tableau et même dans le pot d'échappement de la voiture de Tancrède. Toujours lui. Amours ? Hélas. Tancrède sème le trouble et récolte la tempête dans le coeur de Charlie. Bettina se languit du très très moche et si splendide Merlin. Enid fait des confidences. Geneviève se tait. Et Mycroft, le rat, tombe amoureux à son tour…",21.2x27.5cm,"Cati Baur (Auteur + illustrateur), Malika Ferdjoukh (Auteur), Élodie Balandras (Coloriste)"
Astrid Bromure,9782369811688_C.jpg,9782369811688,06/01/2016,"Astrid en a assez de s'ennuyer dans le grand manoir vide de ses parents… elle réussit à les convaincre de l'inscrire au manoir de Canterville. À elle les nouvelles copines, les joies de l'internat, et surtout la chambre partagée avec des jumelles qui n'ont pas froid aux yeux, Gladys et Rebecca. Seul hic, la légende dit que Canterville est truffé de fantômes, ce qui ne rassure pas du tout Astrid ! En plus d'apprendre à atomiser les fantômes, elle va devoir comprendre ce qu'elle est prête à faire ou non pour être populaire.",21.6x28.3cm,"Fabrice Parme (Auteur + illustrateur), Véronique Dreher (Coloriste)"
